id,image,url,title,released_year,runtime,genre,rate,description,directed_by,cast,votes
BW_119,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Bollyworld,2010,30 min,"Documentary, Short",,"India is going through extraordinary changes and entering the global market. This documentary focuses on how India's largest film industry ""Bollywood"" is transforming itself to appeal to a ...                 »",Ram Devineni,"Kumar,Sanjay",0
BW_120,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Indian Ben,2015,60 min,Comedy,8.4,Indian Ben is an exploitation comedy that tips it's hat to classic Bollywood cinema and Indian culture. The film is made as a badly dubbed Indian movie that follows an orphan adult male ...                 »,Ben Hoene,"Ben Hoene,Lily Newton,Terek Nabulsi,S. Janjay Knowlden",14
BW_121,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,"Helen, Queen of the Nautch Girls",1973,31 min,"Short, Documentary, Musical",6.5,,Anthony Korner,"Helen,Anthony Korner",32
BW_122,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Nayi Soch Ki Talaash Aamir Ke Saath,2012,60 min,,8.7,Bollywood movie actor Aamir Khan answers questions with the cast of the Star TV parivaar serial characters as well as plugging his new movie Talaash.,Shagufta Ali,"Bhavesh Balchandani,Devoleena Bhattacharjee,Gautam Gulati",27
BW_123,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Coxwell & Gerrard,2008,15 min,"Short, Comedy, Musical",8.3,"A westernized Indian gains his first exposure to South Asian culture when he wanders into Toronto's Little India, and when he tries to woo a beautiful girl, discovers reality is not quite like Bollywood.",Stephen Lategan,"Tricia Bhim,Stephen Lategan,Rosanna D'Souza,Natasha Singh",11
BW_124,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Terahvin,2018,,Comedy,,Family and friends attend the wake of a recently deceased girl.,Vaibhav Vats,"Carma Sharon,Sukhraj Deepak,Sudhanshu Vachaspati,George Kontoleon",0
BW_125,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Freedom of Life,2005,29 min,Short,8.2,"Patty, a 8-year-old boy, has suffered from a serious road accident that has ruptured his spine beyond repair. His father Jossy a widower is devastated after hearing from the doctor that ...                 »",Sharat Chandra,"Anushka Shetty,Yatin Karyekar,Aniket Rudaraksh,Parul Singh",8
BW_126,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Desperately Seeking Helen,1999,81 min,"Documentary, Drama",7.2,"Director Eisha Marjara tries to track down Helen, a famous movie star in the world's largest dream factory, ""Bollywood"". Helen becomes a passage into Marjara's real world--her unsettling ...                 »",Eisha Marjara,"Eisha Marjara,Helen,Kapil Bawa,Vrinda Bhasin",12
BW_127,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Andaaz,2013,30 min,Talk-Show,8.6,"A contemporary lifestyle talk show for the South Asian community. Covering a wide range of topics from health & fitness, fashion & beauty, entrepreneurship, spirituality, relationships and more.",Sarika Batra,"Naveen Jain,Esha Mohanh,Jay Piatek",5
BW_128,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Appu & Gappu International Super Detectives,,75 min,"Animation, Action, Adventure",,"Adventures of Twin alien brothers who have made Earth their new home and fight to protect it against crimes and criminals, solving one mystery after another.",More Avinash,More Pradnya,0
BW_129,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Bollyworld,2015,7 min,"Animation, Short",,"By dancing an indian dance artist creates a colorful, fantastic Bollywood world. A thrilling story about love, lies and the various facets of reality.",Monira Kamal,"Boris Bouanani,Kai Höregott,Alexandra Keuchel,Ioanna Srinivasan",0
BW_130,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Bhukhe,2012,,"Short, Comedy",,Four hungry Indian town boys fight the injustice that is done to them. But they got more than they bargained for.,Aditya Raghav,"Shashank Arora,Vijay Kalvani,Imran Merchant,Nishant Singh",0
BW_131,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,The Indian Telly Awards,2001,210 min,Musical,,,Anil Wanvari,Alyy Khan,0
BW_132,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Bollywood for Beginners,2002,24 min,"Documentary, Short",9.3,"The world's most vibrant and colorful cinema comes crashing through the screen in Bollywood for Beginners, a documentary about the characters, traditions, heroes and heroines that drive ...                 »",Penelope Jagessar Chaffer,"Shobu Kapoor,Rachel Dwyer,Deepak Verma,Nasreen Munni Kabir",657
BW_133,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Svara: A Brooks Institute Documentary Project to South India,2009,47 min,"Documentary, Adventure",,"Each year, the Visual Journalism program at Brooks Institute offers an international documentary trip for interested visual journalism, professional photography, and film students. The ...                 »",The Svara Group,,0
BW_134,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Asian Network Gold,2012,57 min,Music,,,Ashok Rampal,"Sonia Deol,Lalita Ahmed,Nusrat Fateh Ali Khan,Ghazala Amin",0
BW_135,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,City of Lakes,2010,28 min,"Short, Drama, Musical",8.2,,Kevin Shahinian,"Rushad Rana,Anubhab Saha,Sharon Chawda,Melissa Kumar",11
BW_136,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,63rd Filmfare Awards,2018,,Reality-TV,,,Shah Rukh Khan,"Karan Johar,Ayushmann Khurrana,Parineeti Chopra",0
BW_137,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Connect,2011,9 min,"Short, Comedy, Musical",8,Strangers connect at a train stop and share their private passions by bending reality.,Judy Garlow,"Omar Scanu,Jackeline Velez,Susan Ly,Ruthie Ames",9
BW_138,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Grand Festival,2006,96 min,"Comedy, Drama",,A film festival is organized in a remote Indian village to save a suicidal film maker.,Biju Viswanath,"Ashwath Bhatt,Shruthi Gupta,Danish Iqubal,Rajendra Paayeel",0
BW_139,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Bollywood im Alpenrausch,2000,,Documentary,9.3,,Christian Frei,"Peter Kner,Irina Schönen,Thomas Stuckenschmidt,Jakob Tritten",866
BW_140,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Kyon? Kis Liye?,2003,130 min,"Crime, Drama",,,Vinod Talwar,"Ruby Dhalla,Chico Sihra,Saajan Sihra",0
BW_141,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,BabyDoll,2014,10 min,"Short, Crime, Horror",,,Rahul Ram,"Aditya,Sunitha",0
BW_142,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Bollyrobics - Dance Workout,2007,103 min,Sport,,"Indian dance elements from well known bollywood movies are bounded to a rousing, sudorific, sexy choreography. Bollyrobics is a new kind of workout. It combines training of coordination, ...                 »",Timm Hogerzeil,"Julia Casper,Pak Daddy",0
BW_143,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Shit Happens!,2015,13 min,"Short, Drama",8.4,It's a story about a couple who meet by accident and fall in love with each other. They plan to get married. They decide to tell it to their parents and when they reached at the girls house...                 »,Vipul Patil,"Savli Pawar,Vipul Patil,Prerna Walanj,Ashish Wadde",7
BW_144,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,The Human Factor,2013,76 min,Documentary,6,Songs have been an integral part of Indian films. But who were those unseen - and uncredited - musicians who made up the orchestras that played on those songs and the background scores?,Rudradeep Bhattacharjee,"Gregory D. Booth,Enoch Daniels,Naresh Fernandes,Kushal Gopalka",12
BW_145,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,The Silhouette - Darkness Prevails,2011,15 min,"Short, Mystery",,"The Silhouette:Darkness Prevails is a supernatural thriller that revolves around the strange occurrences which the protagonist experiences in his rented house, and how it leads to a ...                 »",Sayantan Ghosal,"Santanu Sen,Arijit Mitra,Ankur Biswas,Swapan Guha",0
BW_146,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Misha,2010,7 min,"Short, Drama, Family",,A 6 yr old girl from Mumbai runs away from home in search of her true identity.,Sushma Khadepaun-Parmar,"Raj Arjun,Sara Arjun,Jayant Singh,Itisha Tyagi",0
BW_147,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Cinema of Horror,2009,9 min,"Short, Comedy",9.1,"Three film students see the world through the fantasy of Asian genre cinema, which inspires them. A celebration of the crossover of Asian/Western culture in an entertaining comment on current British filmmaking.",Peter M. Kershaw,"John Andrews,Andy Cheung,David Kendra,Felicia Herrero",10
BW_148,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Bollywood to Hollywood,2009,,"Short, Comedy",,,Saba Moor-Doucette,"Radhika Chaudhari,Sanjay Chhugani,Jeff Doucette,Megan Feely",0
BW_149,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,12th International Indian Film Academy Awards,2011,167 min,,9.1,,Shabana Azmi,"Mandy May Cheetham,Riteish Deshmukh,Cuba Gooding Jr.",585
BW_150,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469860316_.png,Bride and Gloom,2011,15 min,"Short, Drama",,"A young Indian Bride battles against her strictly traditional Mother in Law on her wedding day...and when things couldn't get much worse she finds herself in the room of a nervous, ...                 »",Ronak Singh,"Bill Fellows,Nicky Hayer,Poppy Jhakra,Amer Raiz",0
BW_151,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Framed,2007,,"Comedy, Musical, Thriller",,"Six college students try to play a prank on the Dean. When he ends up dead and the trail leads to them, they need to explain what happened. With a bag full of cash and many strange situations, Framed presents a fun thriller.",Chetan Shah,"Rohan Gupta,Karthik Kumar,Lekha Washington,Malavika P.C.",0
BW_152,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Untimely Love,2018,,Romance,,"A young Indian man falls in love with a devout African American Christian woman. When their worlds collide and religious differences clash, will their relationship survive?",Kaylania Chapman,"David A. Jackson,Tai Nelson,Marjorie Tingle,Grae Marino",0
BW_153,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Priya,,,Drama,,"Priya is a young Indian girl who desires to fit in and be more ""normal"" like the other kids. Born with a cleft palate, she goes on a short journey of enlightenment, love, and self-discovery.",Kaylania Chapman,Avani Babwah,0
BW_154,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Bidt af Bollywood,2003,10 min,"Documentary, Short",,"Portrait of Danish film director 's fascination with Bollywood. Eight years ago almost by accident she found herself in a cinema in Delhi, and since then she's seen more than ...                 »",Helle Ryslinge,,0
BW_155,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Bollywood Workout,2002,76 min,,4.7,,Steve Kemsley,Honey Kalaria,7
BW_156,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Captive,2013,30 min,Drama,,Captive is Boston's first ever short film dramatic/suspense series to feature a predominantly Indian cast.,Jeremy Austin,"Mansoor Basha,Nagaraju Cemitathollu,Gauri Chandna",0
BW_157,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Goodness Ungracious Me!,2002,22 min,"Documentary, Short",,,Lisa Fairbank,"Parv Bancil,Ellie Crompton,Bobby Friction,Shaheen Khan",0
BW_158,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Aaloo Tikki,2015,6 min,"Short, Comedy, Drama",,"On a quiet Sunday afternoon, Neha and Akash discuss their relationship, over an Aaloo Tikki (Potato Patty).",Ashish Varma,"Guneet Marwah,Jasmine Sawant,Nitin Sawant,Sid Sawant",0
BW_159,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Mini Movies,2004,3 min,Short,,Bollywood meets amphetemines in the mind of this young gay man.,Vishwas Kulkarni,,0
BW_160,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Bollywood Women,2002,4 min,Documentary,,,Thomas Abraham,,0
BW_161,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Southall on Film,2018,32 min,"Documentary, Short",,,Afshin Robin Rohani,Blaise Singh,0
BW_162,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Bollywood Aerobics: At Home with Rahul Nath,2011,65 min,Sport,,"Come and sweat it out with creator and dance instructor Rahul Nath as he leads you through the hottest and latest moves from Bollywood cinema, with a high cardio workout. Bollywood Aerobics...                 »",Rahul Nath,Rahul Nath,0
BW_164,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Personality,2007,85 min,Documentary,,"Rajesh, a talented and hard-working dancer, moves to Bombay from his rural village to dance in Bollywood films.",Vinay Chowdhry,"Rajesh Rajput,Sanjay Sharma",0
BW_165,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Azaab,2016,75 min,Crime,,A story of three friends who caught in a situation which leads them to kidnap a kid.,Ashu Bharti,"Dinesh Jethani,Rahil Mansoori,Paramveer Singh",0
BW_166,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Din-E-Intzaar - Heute ist der Tag,2006,10 min,Short,,Geburtstagslied - Heute ist der Tag! - Kinderlieder zum mitsingen und Tanzen,Markus F. Adrian,"Punya Darshan,Birju Rajak,Shweta Tiwari",0
BW_167,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Parichay Feat. Sean Kingston & Alam: Saare Mundeya Nu,2017,3 min,"Short, Music",,,Chris Strikes,"Visual Szn,Parichay,Sean Kingston,Aneesa Badshaw",0
BW_168,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Chitrmala,1998,60 min,Musical,5.9,,Mandira Mehra,Nilima Mehra,14
BW_171,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Mahabharat,2013,,"Drama, History, War",8.8,"Vichitravirya is captured by the King of Panchal, for his misdeeds. Bhishma saves Vichitravirya from the King of Panchal.",Amarpreet G.S. Chhabra,"Siddharth Anand Kumar,Kamal Monga,Loknath Pandey,Saurabh Raj Jain",15
BW_172,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Mr. D,2012,,Comedy,7.1,"Gerry's father Francis visits Xavier, and Gerry decides to take a page from his father's book when dealing with an insubordinate student.",Keith Samples,"Gerry Dee,Jonathan Torrens,Lauren Hammersley,Booth Savage",17
BW_173,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Emmerdale,1972,,"Drama, Romance",,Tricia tells Diane that she wants to return to her job behind the bar at the Woolpack. Bob persuades Viv to apologize to Chastity. Marlon thought Tricia would be loaded with money after ...                 »,Tracey Rooney,"Philip Wood,John Middleton,Emily Symons,Charlotte Bellamy",0
BW_174,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Carte Blanche,1988,,News,,,Craig Allen,"Minki Allen,Anthony Batchelor,Ronald Bobroff",0
BW_175,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,So You Think You Can Dance Canada,2008,120 min,"Music, Reality-TV",,,Don Weiner,"Mike Bickerton,Blake McGrath,Luther Brown,Leah Miller",0
BW_176,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Alarm für Cobra 11 - Die Autobahnpolizei,1996,,"Action, Crime, Drama",8,,Darius Simaifar,"Erdogan Atalay,Daniel Roesner,Katja Woywood,Katrin Heß",10
BW_177,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Unreported World,2000,23 min,Documentary,,"investigates how the #MeToo campaign has taken off in India's film industry, meeting leading actresses speaking out against assault, sexual harassment and rape.",Alicia Arce,"Krishnan Guru-Murthy,Sahar Zand,Flavia Agnes,Toaney Bhatia",0
BW_178,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Sami Yaffa - Sound Tracker,2014,50 min,"Documentary, Music",,,Otso Tiainen,"Sami Yaffa,Longiness Fernandes,Shamir Tandon,",0
BW_179,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,Aku ja 7 ihmettä,2014,60 min,Documentary,,,Tuomas Summanen,Aku Hirviniemi,0
BW_181,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,The Kick Vee Show,2018,,Talk-Show,,,Vee Monro,Sarah,0
BW_183,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,The O.C.,2003,44 min,"Comedy, Drama, Romance",7.7,"Ryan can't sleep, and a smitten Taylor tries to seduce him by becoming his sleep therapist. Meanwhile, Seth vows not to call Summer, and Kaitlin struggles when Julie has a fling with her tennis instructor.",Ian Toynton,"Peter Gallagher,Kelly Rowan,Ben McKenzie,Adam Brody",286
BW_184,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,American Housewife,2016,21 min,Comedy,8,"When things start to fall apart at the last minute, Katie figures out a new way to make the spring gala a success. Meanwhile, Greg attempts to be a fun dad and winds up adopting a dog while Katie is occupied with the gala.",John Putch,"Katy Mixon,Diedrich Bader,Meg Donnelly,Daniel DiMaggio",44
BW_185,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,So You Think You Can Dance,2005,120 min,"Game-Show, Music, Reality-TV",6.8,"The Top 10 dancers on ""So You Think You Can Dance"" took to the stage on Wednesday as judges Adam Shankman, Mia Michaels and Nigel Lythgoe took their seats.After last week's results show, ...                 »",Nikki Parsons,"Cat Deeley,Nigel Lythgoe,Mia Michaels,Adam Shankman",11
BW_186,,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB469857357_.png,So You Think You Can Dance Canada,2008,,"Music, Reality-TV",5.8,,Don Weiner,"Tina Apostolopoulos,Mike Bickerton,Karl DiPelino,Leah Miller",5
