 id, image,item_index,name, role,ghost, movie, title_id, description,item1,link1,item2,link2,item3,link3
https://www.imdb.com/name/nm0379596,"https://m.media-amazon.com/images/M/MV5BMjE1NjU3Mjg2NV5BMl5BanBnXkFtZTYwMzczMjQ3._V1_UY209_CR22,0,140,209_AL_.jpg",433,Jay Hernandez,Actor,|,Hostel,https://www.imdb.com/title/tt0450278/,"With talent, the requisite good looks, and plenty of on-screen charisma, Jay Hernandez was born in Montebello, California, to Isis (Maldonado), an accountant and secretary, and Javier Hernandez, Sr., a mechanic. He is of Mexican descent. Jay had a serendipitous experience that led to his career. ...",,,,,,
https://www.imdb.com/name/nm0005110,"https://m.media-amazon.com/images/M/MV5BMTM5Mjc2MzMzMl5BMl5BanBnXkFtZTcwOTA5OTIxNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",434,Ashton Kutcher,Actor,|,That '70s Show,https://www.imdb.com/title/tt0165598/,"Christopher Ashton Kutcher was born on February 7, 1978 in Cedar Rapids, Iowa, to Diane (Finnegan), who was employed at Procter & Gamble, and Larry Kutcher, a factory worker. He has a fraternal twin brother, Michael, and a sister, Tausha. He is of Czech (father) and Irish, German, and Czech (mother...",,,,,,
https://www.imdb.com/name/nm0000307,"https://m.media-amazon.com/images/M/MV5BMTUzMzUzMDg5MV5BMl5BanBnXkFtZTcwMDA5NDMwNA@@._V1_UY209_CR3,0,140,209_AL_.jpg",435,Helena Bonham Carter,Actress,|,Les Misérables,https://www.imdb.com/title/tt1707386/,"Helena Bonham Carter is an actress of great versatility, one of the UK's finest and most successful.Bonham Carter was born May 26, 1966 in Golders Green, London, England, the youngest of three children of Elena (née Propper de Callejón), a psychotherapist, and Raymond Bonham Carter, a merchant ...",,,,,,
https://www.imdb.com/name/nm0790057,"https://m.media-amazon.com/images/M/MV5BZGViZmQwZDUtNjE2Mi00MDA1LWE2NjQtODhlYmNmOGE3YzY4XkEyXkFqcGdeQXVyMTc0MTIxOQ@@._V1_UY209_CR14,0,140,209_AL_.jpg",436,Alia Shawkat,Actress,|,Arrested Development,https://www.imdb.com/title/tt0367279/,"Alia Shawkat was born in Riverside, California, to  and actor . Her maternal grandfather, , was also an actor. Her father is from Baghdad, Iraq, and her mother has Irish, Italian, and Norwegian ancestry. Success arrived early for Alia. Her career began at the young ...",Dina Burke,https://www.imdb.com/name/nm1318482?ref_=rlm,Tony Shawkat,https://www.imdb.com/name/nm0790059?ref_=rlm,Paul Burke,https://www.imdb.com/name/nm0121826?ref_=rlm
https://www.imdb.com/name/nm0000214,"https://m.media-amazon.com/images/M/MV5BMTc4NDk3Njc3Nl5BMl5BanBnXkFtZTcwNjg2ODIyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",437,Mia Sara,Actress,|,Timecop,https://www.imdb.com/title/tt0111438/,"Mia Sara s an American actress. She is best known for Legend (1985) and Ferris Bueller's Day Off (1986).She also had minor roles in A Stranger Among Us (1992) and Timecop (1994).In 1996, she married Jason Connery, son of Sean Connery, with whom she performed in Bullet to Beijing (1995). In June ...",,,,,,
https://www.imdb.com/name/nm0009190,"https://m.media-amazon.com/images/M/MV5BMTM4MTE0NTkzMV5BMl5BanBnXkFtZTcwODEwNDU0OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",438,J.J. Abrams,Producer,|,Lost,https://www.imdb.com/title/tt0411008/,"Jeffrey Jacob Abrams was born in New York City and raised in Los Angeles, the son of TV producer parents. Abrams planned on going to dental school, but decided to study film at Sarah Lawrence College. At 15, he wrote the music for 's  (1982). In his senior year, he and ...",Don Dohler,https://www.imdb.com/name/nm0230629?ref_=rlm,Nightbeast,https://www.imdb.com/title/tt0086013?ref_=rlm,Jill,https://www.imdb.com/name/nm0563434?ref_=rlm
https://www.imdb.com/name/nm1886602,"https://m.media-amazon.com/images/M/MV5BMTY2MzM2NzAxNF5BMl5BanBnXkFtZTgwMDIyMzg1NDE@._V1_UY209_CR0,0,140,209_AL_.jpg",439,Miles Teller,Actor,|,Fantastic Four,https://www.imdb.com/title/tt1502712/,"Miles Alexander Teller is an American actor and musician. For his performance in the film  (2013), he won the Dramatic Special Jury Award for Acting at the 2013 Sundance Film Festival. He has appeared in the films  (2010),  (2011),  (2012), ...",The Spectacular Now,https://www.imdb.com/title/tt1714206?ref_=rlm,Rabbit Hole,https://www.imdb.com/title/tt0935075?ref_=rlm,Footloose,https://www.imdb.com/title/tt1068242?ref_=rlm
https://www.imdb.com/name/nm4874651,"https://m.media-amazon.com/images/M/MV5BYjQ0MTE3MWUtZTA3NC00MDIxLTgxMTgtNWQyY2QxOGU3OTkwXkEyXkFqcGdeQXVyMzEwMjc2MTk@._V1_UX140_CR0,0,140,209_AL_.jpg",440,Dove Cameron,Actress,|,Descendants,https://www.imdb.com/title/tt3440298/,"Dove Cameron (born Chloe Celeste Hosterman) is an American actress and singer, known for playing a dual role as the eponymous characters in the Disney Channel teen sitcom Liv and Maddie (2013-2017) and playing Mal, daughter of Maleficent in Descendants (2015) and the sequel Descendants 2 (2017). ...",,,,,,
https://www.imdb.com/name/nm2552034,"https://m.media-amazon.com/images/M/MV5BMTU5NjQxNTcyMV5BMl5BanBnXkFtZTgwNjUyNjA4NTM@._V1_UY209_CR13,0,140,209_AL_.jpg",441,Melissa Benoist,Actress,|,Supergirl,https://www.imdb.com/title/tt4016454/,"Melissa Marie Benoist is an American actress, singer and dancer. She was born in Littleton, Colorado , the daughter of Julie and Jim Benoist, a physician. Her paternal great-grandfather was of French descent. The rest of her ancestry is German, English, and Scottish. She started dance classes at ...",,,,,,
https://www.imdb.com/name/nm2368789,"https://m.media-amazon.com/images/M/MV5BNzk0MjE4NDYwOF5BMl5BanBnXkFtZTgwNjc5MzU1MDI@._V1_UY209_CR8,0,140,209_AL_.jpg",442,Zoë Kravitz,Actress,|,Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/,"Zoe Isabella Kravitz, the daughter of singer/actor  and actress , was born on December 1, 1988 in Los Angeles, California. She is of half African-American (from her father's mother and her mother's father) and half Ashkenazi Jewish (from her father's father and her mother's ...",Lenny Kravitz,https://www.imdb.com/name/nm0005107?ref_=rlm,Lisa Bonet,https://www.imdb.com/name/nm0000956?ref_=rlm,,
https://www.imdb.com/name/nm0000437,"https://m.media-amazon.com/images/M/MV5BMTU3NDc2ODc4MF5BMl5BanBnXkFtZTcwODk2MzAyMg@@._V1_UY209_CR1,0,140,209_AL_.jpg",443,Woody Harrelson,Actor,|,True Detective,https://www.imdb.com/title/tt2356777/,"Academy Award-nominated and Emmy Award-winning actor Woodrow Tracy Harrelson was born on July 23, 1961 in Midland, Texas, to Diane Lou (Oswald) and . He grew up in Lebanon, Ohio, where his mother was from. After receiving degrees in theater arts and English from Hanover College, he...",Charles Harrelson,https://www.imdb.com/name/nm4211781?ref_=rlm,,,,
https://www.imdb.com/name/nm3313925,"https://m.media-amazon.com/images/M/MV5BMjMzOTYwODY4NF5BMl5BanBnXkFtZTgwNzI2ODY4NTE@._V1_UY209_CR10,0,140,209_AL_.jpg",444,Ronda Rousey,Actress,|,Furious Seven,https://www.imdb.com/title/tt2820852/,"Ronda Rousey burst onto the women's MMA scene in August of 2010. Born in Riverside County, California on February 1, 1987 to parents Ron Rousey and , little Ronda was born with an umbilical cord wrapped around her neck that damaged her vocal cords. She didn't speak coherently until ...",AnnMaria DeMars,https://www.imdb.com/name/nm3310662?ref_=rlm,,,,
https://www.imdb.com/name/nm0000096,"https://m.media-amazon.com/images/M/MV5BNTc4MTkxNTk1M15BMl5BanBnXkFtZTgwNzQwMjQ1MDI@._V1_UY209_CR1,0,140,209_AL_.jpg",445,Gillian Anderson,Actress,|,The X Files,https://www.imdb.com/title/tt0106179/,"Gillian Anderson was born in Chicago, Illinois, to Rosemary Alyce (Lane), a computer analyst, and Homer Edward Anderson III, who owned a film post-production company. She has English, German, and Irish ancestry.Gillian started her career as a member of an amateur actor group while at high school. ...",,,,,,
https://www.imdb.com/name/nm0000501,"https://m.media-amazon.com/images/M/MV5BZGM2OTU4NWEtNmUyMS00N2IyLWIxMmUtMDkzNGJhYWQ3MTA1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR2,0,140,209_AL_.jpg",446,Ray Liotta,Actor,|,Goodfellas,https://www.imdb.com/title/tt0099685/,"Intense is the word for Ray Liotta. He specializes in psychopathic characters who hide behind a cultivated charm. Even in his nice guy roles in  (1989) and  (1995), you get the impression that something is smoldering inside of him. Liotta maintains a steady stream...",Field of Dreams,https://www.imdb.com/title/tt0097351?ref_=rlm,Operation Dumbo Drop,https://www.imdb.com/title/tt0114048?ref_=rlm,,
https://www.imdb.com/name/nm1843026,"https://m.media-amazon.com/images/M/MV5BMTk5OTc5MTM1OV5BMl5BanBnXkFtZTcwMTU4NDI1NA@@._V1_UY209_CR6,0,140,209_AL_.jpg",447,Gillian Jacobs,Actress,|,Community,https://www.imdb.com/title/tt1439629/,"Gillian Jacobs was born on 19 October 1982 in Pittsburgh, Pennsylvania, US. Her father, William F. Jacobs Jr., is an investment banker and her mother, Martina Magenau Jacobs, is an alumni relations officer at Carnegie Mellon University. She is an alumnus of Mt. Lebanon High School, Pennsylvania, ...",,,,,,
https://www.imdb.com/name/nm0000652,"https://m.media-amazon.com/images/M/MV5BMTQ3MTQ5NjY5Ml5BMl5BanBnXkFtZTgwMTY0NzU5MDE@._V1_UY209_CR9,0,140,209_AL_.jpg",448,James Spader,Actor,|,The Blacklist,https://www.imdb.com/title/tt2741602/,"James Todd Spader was born on February 7, 1960 in Boston, Massachusetts, the son of teachers Jean (Fraser) and Stoddard Greenwood ""Todd"" Spader. He attended Phillips Academy in Andover with director ; he dropped out in eleventh grade. He bused tables, shoveled manure, and taught yoga ...",Peter Sellars,https://www.imdb.com/name/nm0783299?ref_=rlm,,,,
https://www.imdb.com/name/nm0000198,"https://m.media-amazon.com/images/M/MV5BMTc3NTM4MzQ5MV5BMl5BanBnXkFtZTcwOTE4MDczNw@@._V1_UY209_CR1,0,140,209_AL_.jpg",449,Gary Oldman,Actor,|,Tinker Tailor Soldier Spy,https://www.imdb.com/title/tt1340800/,"Gary Oldman is a talented English movie star and character actor, renowned for his ""big"" acting style. One of the most celebrated thespians of his generation, with a diverse career encompassing theatre, film and television, he is known for his roles as  in  (1986), Drexl in ...",Sid Vicious,https://www.imdb.com/name/nm0895965?ref_=rlm,Sid and Nancy,https://www.imdb.com/title/tt0091954?ref_=rlm,,https://www.imdb.com/title/tt0108399?ref_=rlm
https://www.imdb.com/name/nm0000217,"https://m.media-amazon.com/images/M/MV5BMTcyNDA4Nzk3N15BMl5BanBnXkFtZTcwNDYzMjMxMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",450,Martin Scorsese,Director,|,Taxi Driver,https://www.imdb.com/title/tt0075314/,"Martin Charles Scorsese was born on November 17, 1942 in Queens, New York City, to  (née Cappa) and , who both worked in Manhattan's garment district, and whose families both came from Palermo, Sicily. He was raised in the neighborhood of Little Italy, which later ...",Catherine Scorsese,https://www.imdb.com/name/nm0778734?ref_=rlm,Charles Scorsese,https://www.imdb.com/name/nm0778737?ref_=rlm,,
https://www.imdb.com/name/nm0688132,"https://m.media-amazon.com/images/M/MV5BNDZlNmRhNjQtOTZjZC00YzkwLWFlMDMtNTNiMmVhN2UxMzliXkEyXkFqcGdeQXVyNzcwODE0OTk@._V1_UX140_CR0,0,140,209_AL_.jpg",451,Amy Poehler,Actress,|,Inside Out,https://www.imdb.com/title/tt2096673/,"Amy Meredith Poehler was born in Newton, Massachusetts, to high school teachers Eileen Frances (Milmore) and William Grinstead Poehler. Her brother is comedian . She is of Irish (from her mother) and English, Irish, German, and Portuguese (from her father) descent. Amy was first ...",Greg Poehler,https://www.imdb.com/name/nm6212234?ref_=rlm,,,,
https://www.imdb.com/name/nm2652095,"https://m.media-amazon.com/images/M/MV5BMTcyNzMxNjE3Nl5BMl5BanBnXkFtZTcwODM4MzYzOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",452,Laura Haddock,Actress,|,Guardians of the Galaxy,https://www.imdb.com/title/tt2015381/,"Laura Haddock was born on August 21, 1985 in England. She is an actress, known for  (2014),  (2017) and  (2017). She has been married to  since July 30, 2013. They have two children.",Guardians of the Galaxy,https://www.imdb.com/title/tt2015381?ref_=rlm,Transformers: The Last Knight,https://www.imdb.com/title/tt3371366?ref_=rlm,Guardians of the Galaxy: Vol. 2,https://www.imdb.com/title/tt3896198?ref_=rlm
https://www.imdb.com/name/nm0430107,"https://m.media-amazon.com/images/M/MV5BMjExOTY3NzExM15BMl5BanBnXkFtZTgwOTg1OTAzMTE@._V1_UX140_CR0,0,140,209_AL_.jpg",453,Michael B. Jordan,Actor,|,Creed,https://www.imdb.com/title/tt3076658/,"Michael B. Jordan, the middle of three children, was born in Santa Ana, California and raised in Newark, New Jersey. He is the son of Donna (Davis), a high school counselor, and Michael A. Jordan. His middle name, Bakari, means ""noble promise"" in Swahili. (He is not related to, or named after, ...",,,,,,
https://www.imdb.com/name/nm1244650,"https://m.media-amazon.com/images/M/MV5BNTJjM2ZhNjQtZjFlMi00N2Y4LThlYmYtNjI4ODc4NjhhZDY3XkEyXkFqcGdeQXVyMzUxMjQ5NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",454,Monique Ganderton,Stunts,|,Avengers: Infinity War,https://www.imdb.com/title/tt4154756/,"Monique Ganderton was born in Edmonton, Alberta, Canada. Monique has always been adventurous. She achieved high levels of track and field, equestrian show jumping and is also a certified snowboard instructor. Monique was involved in diving, gymnastics, softball, figure skating, equestrian and later...",,,,,,
https://www.imdb.com/name/nm0648249,"https://m.media-amazon.com/images/M/MV5BMTc2NzY0OTA2Ml5BMl5BanBnXkFtZTYwNDYzODgz._V1_UY209_CR3,0,140,209_AL_.jpg",455,Timothy Olyphant,Actor,|,Justified,https://www.imdb.com/title/tt1489428/,"From Timothy Olyphant's first screen appearances, such as his two-minute bit in  (1996), to ""Nicko"", whose presence at times dwarfed the island in  (2009), he has been a force to be reckoned with.Born in Hawaii, Timothy David Olyphant was raised in Modesto, ...",The First Wives Club,https://www.imdb.com/title/tt0116313?ref_=rlm,A Perfect Getaway,https://www.imdb.com/title/tt0971209?ref_=rlm,,
https://www.imdb.com/name/nm0403652,"https://m.media-amazon.com/images/M/MV5BOTliMzM2ZDItYjdhZi00MTAyLTk0MjAtNTMyODI2MGQzNTZjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR66,0,140,209_AL_.jpg",456,Ryan Hurst,Actor,|,Remember the Titans,https://www.imdb.com/title/tt0210945/,"Ryan Hurst was born on June 19, 1976 in Santa Monica, California, USA as Ryan Douglas Hurst. He is an actor and production manager, known for  (2000),  (2004) and  (2002). He has been married to  since May 8, 2005.",Remember the Titans,https://www.imdb.com/title/tt0210945?ref_=rlm,The Ladykillers,https://www.imdb.com/title/tt0335245?ref_=rlm,We Were Soldiers,https://www.imdb.com/title/tt0277434?ref_=rlm
https://www.imdb.com/name/nm0000301,"https://m.media-amazon.com/images/M/MV5BZDY3ZjBkNzAtOTdhYS00NjU1LTg0MTEtOGNjODk0NWU4YTNjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR34,0,140,209_AL_.jpg",457,Thora Birch,Actress,|,Ghost World,https://www.imdb.com/title/tt0162346/,"For some people, oatmeal starts the day off right - for Thora Birch, it launched a healthy career in front of the camera. It's hard to believe that the actress, who slunk into stardom with her turn as the disillusioned daughter in  (1999), is even related to the apple-cheeked blonde ...",American Beauty,https://www.imdb.com/title/tt0169547?ref_=rlm,,,,
https://www.imdb.com/name/nm0000156,"https://m.media-amazon.com/images/M/MV5BMTE5NzkyODg1Nl5BMl5BanBnXkFtZTYwMTY2OTE0._V1_UY209_CR15,0,140,209_AL_.jpg",458,Jeff Goldblum,Actor,|,The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/,"Jeffrey Lynn Goldblum was born October 22, 1952 in Pittsburgh, Pennsylvania, one of four children of Shirley (Temeles), a radio broadcaster who also ran an appliances firm, and Harold L. Goldblum, a doctor. His father was of Russian Jewish descent and his mother was of Austrian Jewish ancestry....",,,,,,
https://www.imdb.com/name/nm0508139,"https://m.media-amazon.com/images/M/MV5BMTQ0NjE5MDA0OV5BMl5BanBnXkFtZTgwNzAxMzY1MDE@._V1_UY209_CR13,0,140,209_AL_.jpg",459,Selenis Leyva,Actress,|,Spider-Man: Homecoming,https://www.imdb.com/title/tt2250912/,"Selenis Leyva was born on May 26, 1972. She is known for her work on  (2017),  (2013) and  (2012).",Spider-Man Homecoming,https://www.imdb.com/title/tt2250912?ref_=rlm,Orange Is the New Black,https://www.imdb.com/title/tt2372162?ref_=rlm,The Place Beyond the Pines,https://www.imdb.com/title/tt1817273?ref_=rlm
https://www.imdb.com/name/nm2253071,"https://m.media-amazon.com/images/M/MV5BMjIxODQzMjIwMV5BMl5BanBnXkFtZTgwMTYxNTE2MDI@._V1_UY209_CR10,0,140,209_AL_.jpg",460,Charlie Tahan,Actor,|,I Am Legend,https://www.imdb.com/title/tt0480249/,"Charlie Tahan was born on June 11, 1998 in Glen Rock, New Jersey, USA as Charles Tahan. He is an actor, known for  (2007),  (2010) and  (2012).",I Am Legend,https://www.imdb.com/title/tt0480249?ref_=rlm,The Death and Life of Charlie St. Cloud,https://www.imdb.com/title/tt1438254?ref_=rlm,Frankenweenie,https://www.imdb.com/title/tt1142977?ref_=rlm
https://www.imdb.com/name/nm2057859,"https://m.media-amazon.com/images/M/MV5BMTU5MTUzNDAwN15BMl5BanBnXkFtZTcwMjA0NjcyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",461,Andrea Riseborough,Actress,|,Birdman or (The Unexpected Virtue of Ignorance),https://www.imdb.com/title/tt2562232/,"Andrea Riseborough was born on November 20, 1981 in Newcastle upon Tyne, Northumberland, England as Andrea Louise Riseborough. She is an actress and producer, known for  (2014),  (2013) and  (2011).",Birdman or (The Unexpected Virtue of Ignorance),https://www.imdb.com/title/tt2562232?ref_=rlm,Oblivion,https://www.imdb.com/title/tt1483013?ref_=rlm,W.E.,https://www.imdb.com/title/tt1536048?ref_=rlm
https://www.imdb.com/name/nm0001349,"https://m.media-amazon.com/images/M/MV5BNjIyNzI0MTAyOV5BMl5BanBnXkFtZTcwMDM3MTUwNw@@._V1_UY209_CR87,0,140,209_AL_.jpg",462,Jennifer Love Hewitt,Actress,|,I Know What You Did Last Summer,https://www.imdb.com/title/tt0119345/,"Jennifer Love Hewitt was born in Waco, Texas, to Patricia Mae (Shipp), a speech-language pathologist, and Herbert Daniel Hewitt, a medical technician. She has English, Scottish, and German ancestry. She got her first name from her older brother Todd Daniel Hewitt (b. November 8, 1970), who picked ...",,,,,,
https://www.imdb.com/name/nm0027572,"https://m.media-amazon.com/images/M/MV5BMTY1MjgzODIwNF5BMl5BanBnXkFtZTcwNTM2NzExMw@@._V1_UY209_CR7,0,140,209_AL_.jpg",463,Wes Anderson,Writer,|,Fantastic Mr. Fox,https://www.imdb.com/title/tt0432283/,"Wesley Wales Anderson was born in Houston, Texas. His mother, Texas Ann (Burroughs), is an archaeologist turned real estate agent, and his father, Melver Leonard Anderson, worked in advertising and PR. He has two brothers, Eric and Mel. Anderson's parents divorced when he was a young child, an ...",,,,,,
https://www.imdb.com/name/nm0001721,"https://m.media-amazon.com/images/M/MV5BMTA3ODUwMTc1NDFeQTJeQWpwZ15BbWU4MDk1MjE2Nzkx._V1_UX140_CR0,0,140,209_AL_.jpg",464,Chloë Sevigny,Actress,|,Boys Don't Cry,https://www.imdb.com/title/tt0171804/,"Known in the mid to late nineties for her status as a fashion impresario and ""it girl,"" with over a dozen art house films to her credit, Chloë Sevigny also stands out as one of the most prominent queens of contemporary independent cinema. Originally hailing from Darien, Connecticut, Sevigny ...",,,,,,
https://www.imdb.com/name/nm1385871,"https://m.media-amazon.com/images/M/MV5BMTkyMzIwMjY1OF5BMl5BanBnXkFtZTcwNzA3MDkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",465,Olga Kurylenko,Actress,|,Oblivion,https://www.imdb.com/title/tt1483013/,"Olga Kurylenko, a Ukrainian-born actress and model, went from sharing a cramped flat with her aunt, uncle, grandparents and cousin to starring as a Bond girl opposite .She was born Olga Konstantinovna Kurylenko on November 14, 1979, in Berdyansk, Ukraine, Soviet Union. Her mother, ...",Daniel Craig,https://www.imdb.com/name/nm0185819?ref_=rlm,,,,
https://www.imdb.com/name/nm0000575,"https://m.media-amazon.com/images/M/MV5BZGZiMTg3YmItZjhjYi00M2Q2LWI2MmItYjhiMmMxN2IzM2FkXkEyXkFqcGdeQXVyMTA0NTUxNTU@._V1_UY209_CR13,0,140,209_AL_.jpg",466,Alexandra Paul,Actress,|,Christine,https://www.imdb.com/title/tt0085333/,"Alexandra Paul was modeling when she decided to forego college at Stanford University and pursue acting. With lead roles in 75 feature films and television programs, she can also be seen in the award-winning documentary Who Killed the Electric Car? (2006).Internationally recognized for her 5-year ...",,,,,,
https://www.imdb.com/name/nm5483400,"https://m.media-amazon.com/images/M/MV5BY2Q1YjUzYjAtM2QxMi00NjExLTlkMmUtMmYyOGEwMGE0OWNjXkEyXkFqcGdeQXVyNjk1NDk0MzA@._V1_UY209_CR130,0,140,209_AL_.jpg",467,Madeline Brewer,Actress,|,The Handmaid's Tale,https://www.imdb.com/title/tt5834204/,"Madeline Brewer was born May 1, 1992 in Pitman, New Jersey. She is a graduate of American Musical and Dramatic Academy in New York City, graduating in 2012. Her TV debut is ""Orange Is the New Black"" (2013). Prior to ""Orange is the New Black"", she stated that she had no prior professional acting ...",,,,,,
https://www.imdb.com/name/nm1092086,"https://m.media-amazon.com/images/M/MV5BZTc5ODUzMDAtZGFhZS00NmExLTlhYWYtZDY0NGI2MGMwYTIzXkEyXkFqcGdeQXVyODY0MzQyODc@._V1_UY209_CR14,0,140,209_AL_.jpg",468,David Harbour,Actor,|,Revolutionary Road,https://www.imdb.com/title/tt0959337/,"David Harbour is an American actor who has performed in film, television, and the theater.He is known for his role as CIA agent Gregg Beam in  (2008), Shep Campbell in  (2008), Van Hauser in  (2012) and Dexter Tolliver in  (2016). He also ...",Quantum of Solace,https://www.imdb.com/title/tt0830515?ref_=rlm,Revolutionary Road,https://www.imdb.com/title/tt0959337?ref_=rlm,End of Watch,https://www.imdb.com/title/tt1855199?ref_=rlm
https://www.imdb.com/name/nm7375534,"https://m.media-amazon.com/images/M/MV5BMjQ1OTMyMjM0M15BMl5BanBnXkFtZTgwNDU3NDc4ODE@._V1_UY209_CR87,0,140,209_AL_.jpg",469,Daniella De Jesús,Actress,|,Orange Is the New Black,https://www.imdb.com/title/tt2372162/,"Daniella De Jesús is an actress, known for  (2013),  (2017) and  (2016).",Orange Is the New Black,https://www.imdb.com/title/tt2372162?ref_=rlm,Love Beats Rhymes,https://www.imdb.com/title/tt4686108?ref_=rlm,High Maintenance,https://www.imdb.com/title/tt6078096?ref_=rlm
https://www.imdb.com/name/nm0809095,"https://m.media-amazon.com/images/M/MV5BMTkxODgzMzQ5Ml5BMl5BanBnXkFtZTcwNzMwOTA0NA@@._V1_UY209_CR86,0,140,209_AL_.jpg",470,Lewis Smith,Actor,|,The Adventures of Buckaroo Banzai Across the 8th Dimension,https://www.imdb.com/title/tt0086856/,"Lewis Smith was born on August 1, 1956 in Chattanooga, Tennessee, USA as Lewis Collie Smith. He is an actor and director, known for  (1984),  (1994) and  (1987).",The Adventures of Buckaroo Banzai Across the 8th Dimension,https://www.imdb.com/title/tt0086856?ref_=rlm,Wyatt Earp,https://www.imdb.com/title/tt0111756?ref_=rlm,The Man Who Fell to Earth,https://www.imdb.com/title/tt0093486?ref_=rlm
https://www.imdb.com/name/nm0532683,"https://m.media-amazon.com/images/M/MV5BNzA2ODkwMjc3MV5BMl5BanBnXkFtZTcwOTc4ODYwNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",471,Gabriel Macht,Actor,|,The Good Shepherd,https://www.imdb.com/title/tt0343737/,"Gabriel Macht is an American actor. He was born in the Bronx, New York, to Suzanne, a museum curator and archivist, and actor . Gabriel has three siblings, and moved with his parents to California when he was young.Gabriel had his first success on screen when he was 8-years-old. He was ...",Stephen Macht,https://www.imdb.com/name/nm0532685?ref_=rlm,,,,
https://www.imdb.com/name/nm5956260,"https://m.media-amazon.com/images/M/MV5BZjU3NzcxMjUtYjdjMC00NjYwLTgzZjktYjM3ZjVmNmU3ZjA1XkEyXkFqcGdeQXVyNTA2MzQ0ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",472,Britt Baron,Actress,|,GLOW,https://www.imdb.com/title/tt5770786/,"Britt Baron was born as Brittany Noelle Uomoleale. She is an actress, known for  (2017),  (2005) and  (2016).",GLOW,https://www.imdb.com/title/tt5770786?ref_=rlm,Grey's Anatomy,https://www.imdb.com/title/tt0413573?ref_=rlm,Criminal Minds: Beyond Borders,https://www.imdb.com/title/tt4364202?ref_=rlm
https://www.imdb.com/name/nm0721376,"https://m.media-amazon.com/images/M/MV5BZjI5NmQxNzctZmVjYy00NTE2LTlmNDYtYmJlOWRkZDUwOTc1XkEyXkFqcGdeQXVyNDY4MzQ2MTQ@._V1_UY209_CR27,0,140,209_AL_.jpg",473,Natalia Reyes,Actress,|,Untitled Terminator Reboot,https://www.imdb.com/title/tt6450804/,"Natalia Reyes is a Colombian Method actress known for her stunning starring role in Sony's hit series ""Lady, La Vendedora de Rosas"" for LatinAmerica (2015 most seen series in Colombia and Netflix Latam), also for her work on  (2013), Just Moved In (2012),  (2010), ...",Cumbia Ninja,https://www.imdb.com/title/tt3101362?ref_=rlm,A Mano Limpia,https://www.imdb.com/title/tt1819779?ref_=rlm,El,https://www.imdb.com/title/tt1564044?ref_=rlm
https://www.imdb.com/name/nm3726887,"https://m.media-amazon.com/images/M/MV5BZjFhODBhY2ItMDc0OC00NjEyLWI5MTYtM2E4NWJmNDFlOTlkXkEyXkFqcGdeQXVyMjQ3Mzc0NTI@._V1_UX140_CR0,0,140,209_AL_.jpg",474,Jessica Brown Findlay,Actress,|,Winter's Tale,https://www.imdb.com/title/tt1837709/,"Jessica Brown Findlay is an English actress. She is known for Emelia Conan-Doyle in the British comedy-drama Albatross (2011), Winter's Tale (2014), This Beautiful Fantastic (2016) and Lady Sybil Crawley in ITV's Downton Abbey. She also starred in the TV Series Misfits and Mini-Series Labyrinth. In...",,,,,,
https://www.imdb.com/name/nm0601553,"https://m.media-amazon.com/images/M/MV5BMTY5NTEzNDgzOF5BMl5BanBnXkFtZTcwNTMwNjk4Nw@@._V1_UY209_CR3,0,140,209_AL_.jpg",475,Mandy Moore,Actress,|,A Walk to Remember,https://www.imdb.com/title/tt0281358/,"Amanda Leigh Moore was born in Nashua, New Hampshire, on April 10, 1984, to Stacy (Friedman), a former news reporter, and Don Moore, an airline pilot. During her childhood, her family moved to Orlando, Florida, where she was raised. She has Russian Jewish (from her maternal grandfather), English, ...",,,,,,
https://www.imdb.com/name/nm0000185,"https://m.media-amazon.com/images/M/MV5BMTUyMzEyNzU4NV5BMl5BanBnXkFtZTgwNDg2MzM3MDE@._V1_UX140_CR0,0,140,209_AL_.jpg",476,Dolph Lundgren,Actor,|,Rocky IV,https://www.imdb.com/title/tt0089927/,"Dolph Lundgren was born in Stockholm, Sweden, to Sigrid Birgitta (Tjerneld), a language teacher, and Karl Johan Hugo Lundgren, an engineer and economist for the Swedish government. He lived in Stockholm until the age of 13, when he moved in with his grandparents in Nyland, Ångermanland, Sweden. ...",,,,,,
